accident_id,Country,Year,Month,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Population Density
ACC16923,USA,2021,November,Highway,Rainy,386.3280918,1,62,Male,0.109249995,1,Moderate,1,0,Moderate,8,3,34.36525236,2757.498836,Distracted Driving,9,49491.37388,83819.3754,2168.879412
ACC16924,Germany,2021,August,Main Road,Windy,440.5591751,3,103,Male,0.01893359,0,Moderate,2,1,Minor,11,4,22.6051637,4636.631015,Drunk Driving,3,1936.891394,25714.30807,3710.082374
ACC16925,Russia,2021,June,Main Road,Foggy,412.7640413,1,99,Male,0.236845227,1,Moderate,0,0,Moderate,15,2,57.12330616,7307.223492,Distracted Driving,0,14269.5532,33408.29689,2187.167687
ACC16926,Brazil,2021,October,Highway,Windy,395.5950597,3,47,Female,0.06419814,0,Moderate,1,2,Moderate,6,3,20.2476861,5354.93075,Speeding,9,3852.732315,42915.21299,1233.306515
ACC16927,UK,2021,June,Street,Rainy,68.65003742,1,102,Female,0.108434603,1,Good,1,0,Moderate,12,4,47.18034561,9176.316941,Mechanical Failure,6,28414.01264,27047.89388,3965.275588
ACC16928,Germany,2021,December,Highway,Snowy,424.9017598,3,42,Female,0.003092365,0,Poor,2,0,Severe,11,0,26.25409058,4767.279584,Mechanical Failure,9,35370.31054,47644.08282,4159.034081
ACC16929,India,2021,February,Main Road,Rainy,302.8251856,3,83,Female,0.110028696,1,Poor,0,1,Minor,17,0,16.85577679,2260.337781,Weather,4,21314.22181,53238.55009,710.6824441
ACC16930,UK,2021,February,Highway,Snowy,395.386628,4,92,Male,0.244493771,0,Poor,2,2,Moderate,17,3,42.38964344,6649.50135,Drunk Driving,0,2707.706201,87562.63432,2210.496749
ACC16931,USA,2021,June,Street,Clear,438.3551732,4,54,Male,0.011240003,1,Good,0,1,Severe,6,0,32.83806281,8919.904983,Speeding,5,30816.87342,27247.89993,2749.658703
ACC16932,Canada,2021,November,Street,Foggy,464.1890333,1,91,Male,0.129303791,0,Good,2,0,Severe,9,4,41.25560771,4705.711056,Drunk Driving,8,13596.20441,1297.34453,959.0204198
ACC16933,Russia,2021,January,Street,Snowy,430.2531281,3,108,Female,0.158922758,1,Good,0,0,Moderate,14,1,43.07195252,8971.772214,Drunk Driving,3,23743.57749,7635.393924,2073.897394
ACC16934,Australia,2021,August,Street,Snowy,352.4655119,1,42,Male,0.012415156,1,Moderate,0,1,Severe,7,1,29.30448671,560.9006923,Speeding,6,25998.88228,80319.77822,1954.563926
ACC16935,Brazil,2021,February,Street,Foggy,378.3063912,2,71,Female,0.056726398,1,Good,2,2,Severe,19,2,19.67736386,269.7084933,Speeding,1,49818.19298,54406.28879,1398.210704
ACC16936,India,2021,May,Highway,Rainy,103.8067225,2,88,Female,0.051496423,0,Moderate,0,1,Moderate,9,4,51.46395491,8622.216197,Distracted Driving,1,4360.26123,17629.39183,2983.421385
ACC16937,China,2021,July,Street,Rainy,53.01307819,4,90,Female,0.061646022,0,Good,0,1,Severe,16,0,51.26015214,853.0558736,Distracted Driving,2,37245.48457,18311.54235,1834.600324
ACC16938,Germany,2021,July,Highway,Clear,295.4911324,1,34,Male,0.010412101,1,Moderate,0,1,Moderate,18,2,33.6268031,7076.462604,Weather,4,11862.76565,67965.74713,4342.913631
ACC16939,Canada,2021,February,Main Road,Rainy,250.2103018,3,86,Female,0.226822233,0,Poor,0,2,Moderate,4,4,38.84246572,8713.151313,Mechanical Failure,0,39010.22066,45718.1774,977.9229597
ACC16940,USA,2021,March,Highway,Rainy,184.4358141,2,98,Male,0.057480033,0,Moderate,1,1,Minor,16,3,39.70914759,324.6668423,Drunk Driving,0,46663.12005,9684.042256,2396.619341
ACC16941,Germany,2021,September,Highway,Snowy,91.39559658,3,59,Male,0.166650006,0,Poor,2,1,Moderate,15,0,14.6891167,358.8474851,Speeding,6,9576.11209,89122.06162,615.9056163
ACC16942,China,2021,January,Highway,Foggy,431.1400623,3,113,Male,0.053609667,0,Moderate,0,2,Severe,12,2,46.61911185,4923.967258,Speeding,9,13797.33659,30268.64592,1986.47811
ACC16943,Canada,2021,September,Main Road,Clear,127.9472378,4,62,Female,0.114883301,1,Moderate,2,0,Moderate,16,2,40.07327904,7891.142572,Speeding,8,31182.2941,58262.41118,690.2862428
ACC16944,Japan,2021,May,Main Road,Rainy,315.4716624,2,70,Male,0.062544953,0,Moderate,0,1,Minor,1,1,42.23724079,4607.455871,Mechanical Failure,2,22133.47371,85804.96531,4387.718781
ACC16945,Australia,2021,March,Street,Snowy,269.7771966,3,59,Female,0.238264572,0,Poor,2,1,Minor,1,2,35.79007578,8325.654574,Speeding,6,28405.8849,1886.154237,4107.93368
ACC16946,China,2021,December,Highway,Clear,373.6827559,3,45,Male,0.199247771,1,Poor,2,1,Severe,7,0,39.51046243,8641.963002,Mechanical Failure,4,18934.24306,28616.29356,161.2929136
ACC16947,UK,2021,November,Highway,Clear,368.2129946,2,57,Male,0.158751843,0,Poor,2,1,Moderate,15,0,35.1053981,7924.85601,Drunk Driving,7,12628.40653,18855.14938,191.908972
ACC16948,Germany,2021,August,Street,Snowy,85.47213719,1,72,Female,0.033085612,1,Good,2,0,Moderate,7,4,51.26221648,6488.203618,Distracted Driving,9,17102.02709,40066.4532,4380.797405
ACC16949,China,2021,February,Street,Snowy,358.6860813,3,118,Female,0.226918159,0,Poor,2,0,Severe,6,1,30.52997161,3100.290745,Speeding,1,46375.26206,97684.69209,4955.580726
ACC16950,Brazil,2021,September,Main Road,Rainy,303.4439849,4,47,Female,0.186693599,0,Good,2,0,Severe,19,4,22.9126465,157.6793591,Drunk Driving,4,29700.81098,77671.84209,3701.998383
ACC16951,China,2021,October,Street,Foggy,249.0294178,4,92,Female,0.178034567,0,Good,2,1,Minor,3,3,43.70879021,3345.929536,Distracted Driving,5,16643.84039,71064.22021,3976.798412
ACC16952,Brazil,2021,September,Main Road,Windy,476.8111705,4,37,Female,0.060208075,0,Good,1,1,Severe,6,3,17.36532725,3597.453377,Weather,1,9604.983373,6893.080421,2774.51914
ACC16953,Australia,2021,January,Highway,Snowy,450.5402982,2,36,Male,0.183212796,1,Poor,1,0,Minor,18,2,37.42803463,7509.196753,Speeding,2,10023.41619,47680.27655,3388.300958
ACC16954,USA,2021,May,Main Road,Windy,241.2831928,1,95,Male,0.249748543,1,Poor,2,1,Moderate,9,4,28.38456372,7497.0377,Mechanical Failure,7,4794.732818,14279.62324,2247.996477
ACC16955,Japan,2021,November,Street,Foggy,358.2046749,2,55,Male,0.231669777,0,Poor,1,0,Minor,15,4,35.96275791,4543.127975,Mechanical Failure,4,27855.25074,21820.43618,1889.316348
ACC16956,Japan,2021,September,Highway,Snowy,375.7372255,4,34,Female,0.214306564,0,Moderate,0,0,Moderate,2,3,9.695349623,2035.93295,Distracted Driving,8,47006.55508,39071.24262,4037.008828
ACC16957,India,2021,May,Main Road,Clear,57.40819613,3,63,Male,0.035601096,0,Moderate,1,1,Moderate,2,2,23.9772704,7549.344768,Weather,8,32381.56747,18254.0123,4973.895629
ACC16958,India,2021,September,Street,Snowy,382.8371446,2,65,Female,0.1364907,1,Good,0,0,Severe,12,2,33.57786151,3924.087178,Weather,1,2383.662165,97386.30699,94.43947775
ACC16959,Japan,2021,February,Highway,Clear,450.9807475,3,60,Male,0.229986575,1,Good,0,0,Moderate,7,1,46.31446462,9331.340256,Distracted Driving,6,28241.23257,40447.29429,1656.473961
ACC16960,Germany,2021,November,Highway,Snowy,397.688698,4,51,Male,0.066948002,1,Moderate,2,1,Minor,19,3,41.18221795,9296.931051,Drunk Driving,5,25319.79481,80606.58246,1612.271063
ACC16961,Japan,2021,November,Highway,Rainy,195.6822749,1,58,Male,0.071877931,0,Good,1,0,Severe,0,3,16.74812344,7663.544377,Weather,4,45544.99074,74339.54074,1278.486308
ACC16962,Germany,2021,June,Main Road,Windy,470.0491659,3,78,Female,0.093052797,0,Good,1,0,Moderate,11,2,54.92909451,3044.783423,Distracted Driving,6,26897.67959,72572.67872,430.0681408
ACC16963,Germany,2021,January,Main Road,Windy,248.2698722,2,49,Female,0.131663245,0,Moderate,2,0,Moderate,10,0,16.79995892,7207.043305,Drunk Driving,5,26807.72313,60265.57869,3071.081529
ACC16964,India,2021,May,Main Road,Clear,268.0029037,3,43,Female,0.163832691,1,Poor,1,2,Minor,2,0,44.02692587,845.6966629,Distracted Driving,7,5998.214111,18024.92824,4837.230885
ACC16965,China,2021,June,Street,Windy,75.1780656,2,76,Female,0.033817232,0,Poor,1,0,Moderate,2,4,46.91724473,5986.248476,Speeding,6,2502.260437,12089.28779,1032.89865
ACC16966,China,2021,June,Highway,Rainy,171.5669749,2,31,Female,0.178974041,0,Good,2,0,Severe,3,4,6.674753005,6750.31313,Mechanical Failure,8,40745.80899,4473.687725,1823.252772
ACC16967,China,2021,November,Street,Clear,192.7726071,2,61,Female,0.143195008,1,Good,1,0,Severe,4,0,41.26601866,9616.548095,Weather,3,3991.939851,93621.95775,3873.912721
ACC16968,Japan,2021,January,Highway,Snowy,129.5418154,3,47,Female,0.172888221,1,Poor,1,1,Severe,18,0,50.23383605,5897.123294,Drunk Driving,6,27959.52802,28512.13126,4754.459692
ACC16969,USA,2021,February,Street,Clear,158.2056892,1,40,Male,0.097077486,0,Good,2,0,Severe,16,4,12.41202208,9332.414612,Distracted Driving,7,49254.52945,40165.55368,4199.630917
ACC16970,UK,2021,January,Highway,Windy,139.4423137,1,100,Female,0.019198232,0,Poor,2,1,Severe,5,3,39.99690818,7647.328656,Weather,0,42458.37352,28110.12459,1837.300946
ACC16971,China,2021,August,Main Road,Clear,347.5405322,2,46,Female,0.208455813,0,Good,0,1,Severe,6,4,46.33385855,7870.805368,Drunk Driving,5,21358.92939,73324.11383,1786.23605
ACC16972,Japan,2021,July,Street,Windy,212.6617659,3,107,Male,0.164155489,0,Poor,1,1,Minor,12,3,36.56008179,6544.113395,Speeding,4,18781.03571,85250.56603,318.1572284
ACC16973,Brazil,2021,August,Highway,Foggy,103.5343532,1,79,Female,0.228103373,0,Poor,2,0,Moderate,9,0,14.98989189,8045.292162,Speeding,4,1321.811082,87527.72013,4496.226642
ACC16974,Russia,2021,January,Highway,Clear,221.7278609,2,81,Female,0.186674098,1,Good,2,0,Minor,12,1,6.445742459,2852.259866,Weather,5,13727.4553,79968.82463,2634.368114
ACC16975,USA,2021,November,Highway,Foggy,411.9067303,3,36,Female,0.036740733,1,Poor,0,2,Severe,16,1,21.54866354,3933.071401,Mechanical Failure,6,32874.68386,98013.30958,4875.53382
ACC16976,China,2021,November,Main Road,Foggy,460.2586736,2,64,Male,0.102296117,1,Moderate,1,2,Severe,9,1,15.8932972,2902.925123,Mechanical Failure,5,29357.16899,73172.39704,2586.007706
ACC16977,UK,2021,January,Street,Foggy,93.98864971,3,57,Female,0.200455096,1,Good,1,0,Severe,5,2,45.96222282,8432.475789,Speeding,7,46019.76598,43624.31602,753.5184136
ACC16978,Russia,2021,June,Highway,Rainy,157.9111121,3,49,Male,0.125727296,0,Moderate,1,2,Severe,0,3,13.50569734,7726.952784,Distracted Driving,5,6568.892993,24104.78412,2549.200521
ACC16979,USA,2021,April,Main Road,Rainy,113.8470609,2,118,Female,0.065265369,0,Poor,0,1,Minor,1,3,35.94169957,8991.18277,Speeding,0,32433.01093,49048.7683,2878.232476
ACC16980,Canada,2021,September,Highway,Snowy,93.63052523,1,106,Male,0.140596811,0,Poor,1,0,Moderate,8,0,29.90980999,1229.907449,Distracted Driving,9,38332.30745,22187.40348,134.514302
ACC16981,China,2021,August,Highway,Windy,198.0578647,3,107,Male,0.027856002,0,Moderate,2,0,Moderate,15,3,32.92724648,2307.093327,Drunk Driving,1,46923.72115,57808.76175,1305.81773
ACC16982,UK,2021,August,Street,Foggy,80.56017284,1,90,Female,0.00050515,0,Good,2,1,Severe,13,1,49.04927105,9998.511632,Distracted Driving,2,9722.317031,4609.044985,3308.113431
ACC16983,Japan,2021,June,Street,Windy,436.5880432,4,87,Male,0.23976561,1,Good,1,2,Minor,7,3,24.48261889,3953.19882,Mechanical Failure,8,38385.04202,65345.59135,2669.04228
ACC16984,Canada,2021,September,Street,Snowy,166.7270075,1,113,Female,0.054418396,1,Good,1,2,Minor,2,4,7.97673148,7104.292638,Weather,9,25699.8616,84982.465,4848.581083
ACC16985,Russia,2021,May,Street,Snowy,152.518117,2,49,Female,0.169530259,0,Good,0,0,Moderate,4,0,13.40889073,2570.936639,Mechanical Failure,1,28271.91335,17182.558,949.6238707
ACC16986,China,2021,August,Highway,Clear,478.8530309,4,56,Male,0.175552583,0,Poor,0,0,Moderate,15,4,32.24307474,5051.033281,Weather,9,27719.56421,52641.15161,1374.336163
ACC16987,China,2021,June,Highway,Foggy,487.5740003,4,48,Male,0.082201041,1,Good,1,1,Moderate,14,3,30.716123,3970.193562,Mechanical Failure,9,23461.61606,84961.52271,1584.263181
ACC16988,China,2021,April,Highway,Snowy,415.0256064,1,98,Male,0.000626424,0,Poor,1,0,Severe,11,4,52.49637405,4308.302744,Drunk Driving,5,46055.10679,81026.73399,4120.217026
ACC16989,Brazil,2021,July,Main Road,Rainy,224.475741,2,115,Female,0.182490705,1,Good,0,0,Moderate,4,2,55.84390753,902.9279035,Speeding,4,5854.874107,90823.92888,323.0515043
ACC16990,USA,2021,March,Main Road,Clear,482.8670978,1,70,Female,0.218588152,0,Moderate,2,0,Severe,1,3,13.56558379,3043.916193,Speeding,9,31771.09508,1420.682507,4233.768008
ACC16991,India,2021,February,Main Road,Rainy,230.6520756,1,50,Male,0.187788235,0,Poor,1,1,Minor,17,2,6.048264078,9078.609205,Speeding,8,17095.08993,67751.001,2478.902179
ACC16992,Japan,2021,January,Highway,Clear,184.6147156,1,74,Female,0.050894038,0,Good,2,0,Severe,6,2,15.13701722,598.4950294,Speeding,0,48530.16638,69991.45476,4057.95911
ACC16993,UK,2021,October,Highway,Windy,50.87302229,2,104,Female,0.069417007,1,Good,2,2,Moderate,17,0,50.83828425,1537.219086,Mechanical Failure,2,40441.8375,6512.165484,1087.851635
ACC16994,India,2021,January,Main Road,Clear,242.8949704,2,36,Female,0.122160634,1,Poor,1,2,Moderate,16,4,46.04090868,286.5488174,Weather,2,26627.10513,54983.31456,2575.962207
ACC16995,Australia,2021,January,Highway,Snowy,192.0465412,3,91,Male,0.039431137,1,Good,0,2,Moderate,19,2,47.2754224,2108.376608,Weather,7,22301.78762,41582.41435,986.6204308
ACC16996,USA,2021,September,Main Road,Clear,458.8367848,1,55,Male,0.1497587,0,Poor,0,0,Moderate,13,0,43.49343855,4580.126596,Drunk Driving,7,8283.927834,43589.59552,3244.128055
ACC16997,Japan,2021,August,Street,Windy,218.6919944,2,87,Female,0.063313884,1,Moderate,1,2,Moderate,0,1,8.399119729,2584.962944,Distracted Driving,9,12621.5154,88049.79379,4370.541121
ACC16998,Russia,2021,February,Street,Foggy,246.4412893,1,100,Female,0.185340473,1,Moderate,1,2,Severe,1,2,44.16821613,6739.033008,Weather,7,5368.954354,1222.981997,1786.877896
ACC16999,China,2021,January,Main Road,Windy,253.5822289,4,90,Male,0.012844839,0,Moderate,2,2,Minor,13,0,18.29220307,787.4422747,Weather,6,46397.7354,9798.627435,4142.995315
ACC17000,Canada,2021,February,Main Road,Snowy,434.6562864,3,65,Male,0.219643933,1,Good,1,1,Moderate,14,3,26.07700083,7662.734094,Distracted Driving,7,10610.65377,13294.45696,4696.023106
ACC17001,China,2021,June,Main Road,Foggy,325.4819132,3,109,Male,0.054781444,1,Moderate,2,1,Moderate,11,4,55.70116481,5325.183382,Drunk Driving,4,1616.443167,49270.99052,794.3287933
ACC17002,India,2021,June,Main Road,Clear,497.8664796,2,53,Male,0.090100876,1,Moderate,0,0,Severe,2,4,21.22841737,8531.01783,Drunk Driving,9,33772.32905,36806.18518,2869.72441
ACC17003,Russia,2021,June,Highway,Clear,379.2461453,2,88,Male,0.196073408,0,Moderate,1,0,Severe,4,2,45.20949504,5194.780709,Drunk Driving,7,16011.15519,23002.3089,316.544658
ACC17004,USA,2021,March,Highway,Snowy,479.0332527,2,92,Female,0.018373975,1,Poor,2,2,Minor,1,3,8.570084244,6980.317416,Mechanical Failure,1,29996.10536,83901.92927,3547.979285
ACC17005,USA,2021,January,Highway,Clear,239.096486,4,62,Male,0.110708631,0,Poor,1,2,Severe,17,2,28.73562539,8423.291026,Weather,2,8259.648537,99961.39633,4514.679558
ACC17006,Brazil,2021,September,Highway,Windy,364.6385155,2,96,Female,0.129000413,1,Good,2,0,Moderate,2,2,17.13287134,2906.380218,Drunk Driving,4,24877.10582,52432.6878,2870.961848
ACC17007,Russia,2021,March,Main Road,Snowy,384.5009336,3,49,Female,0.025682622,1,Good,0,1,Minor,16,2,53.64793138,6840.518628,Distracted Driving,1,8353.574829,72777.16053,3118.650706
ACC17008,Russia,2021,July,Street,Rainy,248.9146227,3,111,Female,0.199810837,0,Good,2,1,Moderate,9,0,20.43700164,240.2504119,Weather,9,13906.83827,37817.45736,1984.458573
ACC17009,UK,2021,April,Street,Rainy,342.5658767,2,74,Female,0.186009115,1,Moderate,1,2,Moderate,1,4,46.94907439,5400.184871,Drunk Driving,3,16986.27724,79249.85695,3397.956286
ACC17010,India,2021,October,Main Road,Snowy,178.2835832,2,44,Male,0.04127583,1,Poor,0,0,Severe,4,2,37.04066497,1913.409176,Speeding,3,31903.86748,43208.53349,1153.641632
ACC17011,Germany,2021,December,Highway,Foggy,384.6344061,1,102,Female,0.031214132,1,Moderate,1,1,Moderate,9,3,42.35415298,1224.859874,Weather,1,25163.06397,45819.80425,1639.915304
ACC17012,USA,2021,May,Main Road,Rainy,491.354078,3,77,Male,0.046606427,1,Poor,2,2,Minor,7,3,19.2043615,6205.276611,Weather,0,21089.89916,59793.22066,3329.793377
ACC17013,Germany,2021,December,Main Road,Foggy,427.6482524,4,115,Male,0.181025736,1,Good,1,2,Severe,9,1,16.02769704,3430.11747,Weather,5,11001.76113,74914.56344,4592.74091
ACC17014,Germany,2021,October,Highway,Rainy,224.3841167,3,93,Male,0.169024244,0,Moderate,0,1,Severe,7,3,28.69057175,6816.849461,Distracted Driving,9,20161.85846,72980.12051,3584.241004
ACC17015,Germany,2021,September,Highway,Rainy,296.7952378,3,114,Female,0.123981223,0,Moderate,0,1,Moderate,18,1,39.7480069,1772.047097,Mechanical Failure,9,8757.205617,37151.608,1459.319373
ACC17016,India,2021,May,Highway,Rainy,330.4347872,1,51,Female,0.123671577,0,Poor,2,0,Minor,11,2,39.83378809,8962.629302,Mechanical Failure,8,26247.47785,39770.49725,1979.782888
ACC17017,Australia,2021,April,Street,Foggy,72.82113478,1,104,Female,0.055411363,1,Poor,1,1,Minor,2,4,40.86223887,2486.183424,Mechanical Failure,9,2175.365789,77208.63208,2478.453704
ACC17018,China,2021,June,Highway,Clear,137.6703851,3,99,Female,0.103444081,1,Good,2,0,Moderate,17,2,59.33062999,1749.961336,Mechanical Failure,2,18282.2354,24991.50854,2540.596852
ACC17019,Germany,2021,November,Highway,Snowy,228.9956555,4,83,Male,0.207564478,0,Moderate,2,1,Minor,14,4,30.14017942,3459.885227,Mechanical Failure,0,47816.51397,46003.42892,4493.341319
ACC17020,UK,2021,August,Main Road,Snowy,249.3728885,3,84,Male,0.062913112,1,Poor,1,1,Moderate,8,1,47.41828307,4087.56019,Weather,6,17442.47896,95446.71277,3095.14505
ACC17021,Russia,2021,September,Highway,Snowy,278.8954105,2,51,Female,0.210811653,0,Moderate,0,1,Severe,5,3,46.43373183,6476.240444,Mechanical Failure,6,2370.372928,18114.41809,4948.356373
ACC17022,Australia,2021,May,Highway,Windy,210.9135306,2,116,Male,0.044781331,1,Moderate,0,2,Severe,7,4,51.34459789,8689.173769,Drunk Driving,6,38090.49766,70561.64719,2541.142
ACC17023,Brazil,2021,December,Highway,Clear,275.7219707,3,43,Female,0.025690683,0,Moderate,1,1,Severe,18,1,56.33610272,4990.058998,Speeding,3,21331.80834,64913.16594,1622.706816
ACC17024,Germany,2021,April,Street,Clear,75.58800988,3,111,Female,0.153512337,1,Poor,0,2,Moderate,15,0,41.77719645,8448.379101,Speeding,2,17754.94964,1405.153561,4153.270634
ACC17025,UK,2021,October,Main Road,Clear,261.8019235,1,81,Female,0.246369089,0,Poor,0,2,Severe,8,3,37.33825727,2067.13209,Speeding,6,47274.07367,55451.25865,2296.423921
ACC17026,Japan,2021,July,Highway,Foggy,491.2089764,2,54,Female,0.21136848,1,Poor,0,1,Minor,3,3,40.43481868,2117.451154,Distracted Driving,6,35878.81614,28405.11646,1228.225157
ACC17027,UK,2021,December,Street,Rainy,105.9994796,4,97,Male,0.15748844,1,Poor,1,0,Minor,7,1,8.058601173,6094.466805,Speeding,3,23702.96778,73547.43378,3474.439371
ACC17028,Australia,2021,October,Highway,Windy,201.6457454,4,78,Female,0.183782668,0,Good,1,0,Moderate,0,2,19.89250673,5380.461189,Weather,1,8390.72985,34909.93669,2045.421589
ACC17029,Canada,2021,July,Highway,Snowy,175.4776603,4,42,Male,0.124837987,0,Good,2,2,Moderate,16,0,19.78985501,499.8793772,Drunk Driving,6,4133.019978,37865.75952,3346.279929
ACC17030,UK,2021,January,Street,Rainy,331.5336126,3,97,Female,0.204222269,0,Moderate,2,2,Severe,18,4,26.39461202,8982.395755,Weather,6,7559.94021,13650.23826,2699.960961
ACC17031,USA,2021,July,Highway,Clear,334.6986199,2,100,Female,0.048295607,0,Poor,1,0,Minor,14,4,55.39564605,1036.250843,Speeding,2,20182.29902,51069.66188,3382.650232
ACC17032,India,2021,January,Main Road,Rainy,99.33357571,1,54,Male,0.234089873,1,Moderate,2,0,Severe,13,3,39.99430849,1011.363713,Drunk Driving,5,49127.13485,66664.02841,4206.05753
ACC17033,USA,2021,December,Highway,Clear,96.97805631,4,54,Male,0.009465673,1,Good,0,2,Moderate,6,4,6.318832986,8235.931944,Distracted Driving,7,1193.560762,86672.26758,908.3226155
ACC17034,Germany,2021,April,Highway,Rainy,470.6156312,1,86,Male,0.128529531,1,Good,2,2,Severe,8,1,48.09140233,8386.941065,Weather,8,4780.202863,77171.0159,476.719515
ACC17035,India,2021,February,Street,Clear,277.3458034,3,64,Male,0.095856206,0,Moderate,2,2,Moderate,9,4,49.75620045,5753.868532,Weather,2,17533.04528,35643.70133,4986.763251
ACC17036,Brazil,2021,July,Highway,Windy,359.2042005,2,108,Male,0.190564238,0,Good,2,0,Severe,16,1,9.130172006,2348.617067,Distracted Driving,8,13257.17281,60732.19449,3327.453833
ACC17037,Brazil,2021,March,Street,Foggy,419.453988,1,86,Male,0.093989015,1,Poor,2,1,Moderate,16,2,26.92773427,7584.357217,Weather,3,4863.9656,36692.0519,1215.106145
ACC17038,Brazil,2021,December,Main Road,Clear,472.4813864,3,68,Female,0.20617064,1,Good,0,2,Severe,7,3,34.07818016,770.2793985,Speeding,3,7269.462751,84713.35248,1037.835474
ACC17039,Australia,2021,September,Main Road,Snowy,402.2561704,1,52,Female,0.044252974,0,Good,2,2,Severe,18,1,42.09821557,1662.173763,Distracted Driving,5,17907.68817,93223.84382,3528.111289
ACC17040,UK,2021,April,Street,Snowy,344.0273653,1,47,Female,0.167270451,1,Poor,2,1,Severe,4,3,55.27810415,8047.058076,Mechanical Failure,4,36220.1334,9654.949338,3955.679903
ACC17041,Russia,2021,July,Street,Rainy,244.4565505,4,65,Female,0.182572799,0,Good,2,2,Minor,17,3,55.61456187,6086.308756,Mechanical Failure,7,30975.71508,11511.60823,567.8021241
ACC17042,Russia,2021,June,Main Road,Windy,133.8356644,3,91,Female,0.188935106,0,Moderate,1,0,Severe,0,0,42.53802366,3292.069997,Speeding,7,6584.909487,50272.72157,33.39083641
ACC17043,Canada,2021,April,Highway,Clear,476.8721223,3,87,Male,0.223471315,0,Good,0,2,Severe,11,3,16.36785988,2060.090752,Distracted Driving,9,23076.93298,21067.02354,1443.409895
ACC17044,Germany,2021,December,Main Road,Snowy,114.558801,3,107,Female,0.050445623,0,Moderate,2,0,Severe,6,3,25.928512,1011.028024,Speeding,0,12471.27331,60912.02566,1456.124456
ACC17045,USA,2021,December,Highway,Foggy,382.4945194,1,48,Female,0.041566901,1,Moderate,1,2,Severe,2,1,42.23496356,1045.408487,Distracted Driving,5,15725.71446,24156.3885,4660.298364
ACC17046,Russia,2021,December,Main Road,Foggy,343.5011239,2,53,Female,0.055216559,1,Moderate,2,2,Severe,8,4,50.82643883,8005.118833,Mechanical Failure,1,27254.93783,64132.12356,1107.416925
ACC17047,Australia,2021,February,Main Road,Windy,244.8350258,1,52,Female,0.135966512,1,Moderate,0,0,Severe,18,1,22.41540671,4528.707274,Mechanical Failure,5,7829.247916,32068.61818,622.8842608
ACC17048,Germany,2021,June,Main Road,Foggy,223.9204142,3,49,Female,0.096023037,0,Poor,1,0,Moderate,10,0,7.938757265,1568.433036,Drunk Driving,2,2578.438264,47769.84082,1106.385795
ACC17049,India,2021,November,Highway,Snowy,281.9526775,3,47,Female,0.078273122,1,Poor,1,2,Minor,2,0,26.02147314,6746.289556,Drunk Driving,5,36805.13983,80474.55546,2055.997249
ACC17050,UK,2021,September,Highway,Rainy,133.5953519,3,51,Female,0.08561511,1,Good,2,1,Severe,16,3,9.104892606,4764.546645,Distracted Driving,0,16818.23848,54123.70721,1142.893038
ACC17051,Russia,2021,February,Street,Snowy,339.0059327,4,114,Male,0.192106165,1,Moderate,0,2,Severe,0,4,53.44937683,9558.614102,Distracted Driving,6,46407.31904,68921.82336,4693.322758
ACC17052,India,2021,November,Highway,Clear,138.84225,2,102,Female,0.109554028,1,Good,2,2,Moderate,14,4,31.18266898,9985.303356,Weather,6,4137.582257,50923.31655,1704.212074
ACC17053,Canada,2021,August,Highway,Clear,262.4188554,2,89,Male,0.130502166,1,Poor,2,2,Severe,16,0,8.24448336,2760.895668,Distracted Driving,6,31406.60472,34400.83829,683.7218227
ACC17054,India,2021,January,Highway,Snowy,383.525758,3,109,Female,0.086846426,0,Poor,1,1,Minor,16,4,58.18580772,7243.145977,Drunk Driving,1,32135.92478,74473.54403,669.1159772
ACC17055,India,2021,November,Highway,Snowy,334.4002933,4,49,Female,0.143941723,0,Poor,0,2,Moderate,2,2,52.14286291,8461.7441,Mechanical Failure,9,15952.78682,26218.71084,4346.515272
ACC17056,Canada,2021,May,Main Road,Clear,392.2757773,2,77,Male,0.192585158,1,Poor,1,0,Severe,2,0,53.34626689,4606.603348,Distracted Driving,4,23366.66287,85807.29656,3124.482185
ACC17057,China,2021,January,Main Road,Snowy,307.1641496,1,109,Male,0.018383258,0,Moderate,2,1,Severe,4,4,49.88251457,3352.160771,Drunk Driving,9,28498.41491,64564.55286,814.0415172
ACC17058,Germany,2021,July,Highway,Clear,460.7733924,4,41,Male,0.071949433,0,Moderate,2,2,Moderate,6,1,28.4808395,1018.176196,Speeding,2,32169.73613,30871.24609,1658.213479
ACC17059,China,2021,June,Main Road,Clear,473.1300435,3,57,Female,0.143307329,0,Poor,0,0,Severe,16,0,36.04371757,5492.113929,Mechanical Failure,6,33587.79068,92496.3578,509.9673374
ACC17060,Australia,2021,May,Highway,Clear,180.6293051,3,50,Male,0.023558461,0,Poor,0,1,Severe,10,1,25.91842481,5176.087665,Mechanical Failure,3,3210.842628,35124.97808,221.5547592
ACC17061,USA,2021,April,Main Road,Windy,411.1899586,3,75,Female,0.229682476,1,Poor,2,2,Severe,15,0,50.77942433,3692.867736,Weather,7,14209.74654,80021.01994,1679.823359
